infinitif,temps,personne,forme,exemple_fr,niveau
finir,present,vous,finissez,vous finissez ce verbe (finir) au present.,A1
finir,present,ils/elles,finissent,ils/elles finissent ce verbe (finir) au present.,A1
finir,imparfait,je,finissais,je finissais ce verbe (finir) au imparfait.,A2
finir,imparfait,tu,finissais,tu finissais ce verbe (finir) au imparfait.,A2
finir,imparfait,il/elle,finissait,il/elle finissait ce verbe (finir) au imparfait.,A2
finir,imparfait,nous,finissions,nous finissions ce verbe (finir) au imparfait.,A2
finir,imparfait,vous,finissiez,vous finissiez ce verbe (finir) au imparfait.,A2
finir,imparfait,ils/elles,finissaient,ils/elles finissaient ce verbe (finir) au imparfait.,A2
finir,futur simple,je,finirai,je finirai ce verbe (finir) au futur simple.,A2
finir,futur simple,tu,finiras,tu finiras ce verbe (finir) au futur simple.,A2
finir,futur simple,il/elle,finira,il/elle finira ce verbe (finir) au futur simple.,A2
finir,futur simple,nous,finirons,nous finirons ce verbe (finir) au futur simple.,A2
finir,futur simple,vous,finirez,vous finirez ce verbe (finir) au futur simple.,A2
finir,futur simple,ils/elles,finiront,ils/elles finiront ce verbe (finir) au futur simple.,A2
finir,conditionnel present,je,finirais,je finirais ce verbe (finir) au conditionnel present.,B1
finir,conditionnel present,tu,finirais,tu finirais ce verbe (finir) au conditionnel present.,B1
finir,conditionnel present,il/elle,finirait,il/elle finirait ce verbe (finir) au conditionnel present.,B1
finir,conditionnel present,nous,finirions,nous finirions ce verbe (finir) au conditionnel present.,B1
finir,conditionnel present,vous,finiriez,vous finiriez ce verbe (finir) au conditionnel present.,B1
finir,conditionnel present,ils/elles,finiraient,ils/elles finiraient ce verbe (finir) au conditionnel present.,B1
finir,subjonctif present,je,finisse,je finisse ce verbe (finir) au subjonctif present.,B2
finir,subjonctif present,tu,finisses,tu finisses ce verbe (finir) au subjonctif present.,B2
finir,subjonctif present,il/elle,finisse,il/elle finisse ce verbe (finir) au subjonctif present.,B2
finir,subjonctif present,nous,finissions,nous finissions ce verbe (finir) au subjonctif present.,B2
finir,subjonctif present,vous,finissiez,vous finissiez ce verbe (finir) au subjonctif present.,B2
finir,subjonctif present,ils/elles,finissent,ils/elles finissent ce verbe (finir) au subjonctif present.,B2
finir,passe compose,je,ai fini,je ai fini ce verbe (finir) au passe compose.,A2
finir,passe compose,tu,as fini,tu as fini ce verbe (finir) au passe compose.,A2
finir,passe compose,il/elle,a fini,il/elle a fini ce verbe (finir) au passe compose.,A2
finir,passe compose,nous,avons fini,nous avons fini ce verbe (finir) au passe compose.,A2
finir,passe compose,vous,avez fini,vous avez fini ce verbe (finir) au passe compose.,A2
finir,passe compose,ils/elles,ont fini,ils/elles ont fini ce verbe (finir) au passe compose.,A2
choisir,present,je,choisis,je choisis ce verbe (choisir) au present.,A1
choisir,present,tu,choisis,tu choisis ce verbe (choisir) au present.,A1
choisir,present,il/elle,choisit,il/elle choisit ce verbe (choisir) au present.,A1
choisir,present,nous,choisissons,nous choisissons ce verbe (choisir) au present.,A1
choisir,present,vous,choisissez,vous choisissez ce verbe (choisir) au present.,A1
choisir,present,ils/elles,choisissent,ils/elles choisissent ce verbe (choisir) au present.,A1
choisir,imparfait,je,choisissais,je choisissais ce verbe (choisir) au imparfait.,A2
choisir,imparfait,tu,choisissais,tu choisissais ce verbe (choisir) au imparfait.,A2
choisir,imparfait,il/elle,choisissait,il/elle choisissait ce verbe (choisir) au imparfait.,A2
choisir,imparfait,nous,choisissions,nous choisissions ce verbe (choisir) au imparfait.,A2
choisir,imparfait,vous,choisissiez,vous choisissiez ce verbe (choisir) au imparfait.,A2
choisir,imparfait,ils/elles,choisissaient,ils/elles choisissaient ce verbe (choisir) au imparfait.,A2
choisir,futur simple,je,choisirai,je choisirai ce verbe (choisir) au futur simple.,A2
choisir,futur simple,tu,choisiras,tu choisiras ce verbe (choisir) au futur simple.,A2
choisir,futur simple,il/elle,choisira,il/elle choisira ce verbe (choisir) au futur simple.,A2
choisir,futur simple,nous,choisirons,nous choisirons ce verbe (choisir) au futur simple.,A2
choisir,futur simple,vous,choisirez,vous choisirez ce verbe (choisir) au futur simple.,A2
choisir,futur simple,ils/elles,choisiront,ils/elles choisiront ce verbe (choisir) au futur simple.,A2
choisir,conditionnel present,je,choisirais,je choisirais ce verbe (choisir) au conditionnel present.,B1
choisir,conditionnel present,tu,choisirais,tu choisirais ce verbe (choisir) au conditionnel present.,B1
choisir,conditionnel present,il/elle,choisirait,il/elle choisirait ce verbe (choisir) au conditionnel present.,B1
choisir,conditionnel present,nous,choisirions,nous choisirions ce verbe (choisir) au conditionnel present.,B1
choisir,conditionnel present,vous,choisiriez,vous choisiriez ce verbe (choisir) au conditionnel present.,B1
choisir,conditionnel present,ils/elles,choisiraient,ils/elles choisiraient ce verbe (choisir) au conditionnel present.,B1
choisir,subjonctif present,je,choisisse,je choisisse ce verbe (choisir) au subjonctif present.,B2
choisir,subjonctif present,tu,choisisses,tu choisisses ce verbe (choisir) au subjonctif present.,B2
choisir,subjonctif present,il/elle,choisisse,il/elle choisisse ce verbe (choisir) au subjonctif present.,B2
choisir,subjonctif present,nous,choisissions,nous choisissions ce verbe (choisir) au subjonctif present.,B2
choisir,subjonctif present,vous,choisissiez,vous choisissiez ce verbe (choisir) au subjonctif present.,B2
choisir,subjonctif present,ils/elles,choisissent,ils/elles choisissent ce verbe (choisir) au subjonctif present.,B2
choisir,passe compose,je,ai choisi,je ai choisi ce verbe (choisir) au passe compose.,A2
choisir,passe compose,tu,as choisi,tu as choisi ce verbe (choisir) au passe compose.,A2
choisir,passe compose,il/elle,a choisi,il/elle a choisi ce verbe (choisir) au passe compose.,A2
choisir,passe compose,nous,avons choisi,nous avons choisi ce verbe (choisir) au passe compose.,A2
choisir,passe compose,vous,avez choisi,vous avez choisi ce verbe (choisir) au passe compose.,A2
choisir,passe compose,ils/elles,ont choisi,ils/elles ont choisi ce verbe (choisir) au passe compose.,A2
grandir,present,je,grandis,je grandis ce verbe (grandir) au present.,A1
grandir,present,tu,grandis,tu grandis ce verbe (grandir) au present.,A1
grandir,present,il/elle,grandit,il/elle grandit ce verbe (grandir) au present.,A1
grandir,present,nous,grandissons,nous grandissons ce verbe (grandir) au present.,A1
grandir,present,vous,grandissez,vous grandissez ce verbe (grandir) au present.,A1
grandir,present,ils/elles,grandissent,ils/elles grandissent ce verbe (grandir) au present.,A1
grandir,imparfait,je,grandissais,je grandissais ce verbe (grandir) au imparfait.,A2
grandir,imparfait,tu,grandissais,tu grandissais ce verbe (grandir) au imparfait.,A2
grandir,imparfait,il/elle,grandissait,il/elle grandissait ce verbe (grandir) au imparfait.,A2
grandir,imparfait,nous,grandissions,nous grandissions ce verbe (grandir) au imparfait.,A2
grandir,imparfait,vous,grandissiez,vous grandissiez ce verbe (grandir) au imparfait.,A2
grandir,imparfait,ils/elles,grandissaient,ils/elles grandissaient ce verbe (grandir) au imparfait.,A2
grandir,futur simple,je,grandirai,je grandirai ce verbe (grandir) au futur simple.,A2
grandir,futur simple,tu,grandiras,tu grandiras ce verbe (grandir) au futur simple.,A2
grandir,futur simple,il/elle,grandira,il/elle grandira ce verbe (grandir) au futur simple.,A2
grandir,futur simple,nous,grandirons,nous grandirons ce verbe (grandir) au futur simple.,A2
grandir,futur simple,vous,grandirez,vous grandirez ce verbe (grandir) au futur simple.,A2
grandir,futur simple,ils/elles,grandiront,ils/elles grandiront ce verbe (grandir) au futur simple.,A2
grandir,conditionnel present,je,grandirais,je grandirais ce verbe (grandir) au conditionnel present.,B1
grandir,conditionnel present,tu,grandirais,tu grandirais ce verbe (grandir) au conditionnel present.,B1
grandir,conditionnel present,il/elle,grandirait,il/elle grandirait ce verbe (grandir) au conditionnel present.,B1
grandir,conditionnel present,nous,grandirions,nous grandirions ce verbe (grandir) au conditionnel present.,B1
grandir,conditionnel present,vous,grandiriez,vous grandiriez ce verbe (grandir) au conditionnel present.,B1
grandir,conditionnel present,ils/elles,grandiraient,ils/elles grandiraient ce verbe (grandir) au conditionnel present.,B1
grandir,subjonctif present,je,grandisse,je grandisse ce verbe (grandir) au subjonctif present.,B2
grandir,subjonctif present,tu,grandisses,tu grandisses ce verbe (grandir) au subjonctif present.,B2
grandir,subjonctif present,il/elle,grandisse,il/elle grandisse ce verbe (grandir) au subjonctif present.,B2
grandir,subjonctif present,nous,grandissions,nous grandissions ce verbe (grandir) au subjonctif present.,B2
grandir,subjonctif present,vous,grandissiez,vous grandissiez ce verbe (grandir) au subjonctif present.,B2
grandir,subjonctif present,ils/elles,grandissent,ils/elles grandissent ce verbe (grandir) au subjonctif present.,B2
grandir,passe compose,je,ai grandi,je ai grandi ce verbe (grandir) au passe compose.,A2
grandir,passe compose,tu,as grandi,tu as grandi ce verbe (grandir) au passe compose.,A2
grandir,passe compose,il/elle,a grandi,il/elle a grandi ce verbe (grandir) au passe compose.,A2
grandir,passe compose,nous,avons grandi,nous avons grandi ce verbe (grandir) au passe compose.,A2
grandir,passe compose,vous,avez grandi,vous avez grandi ce verbe (grandir) au passe compose.,A2
grandir,passe compose,ils/elles,ont grandi,ils/elles ont grandi ce verbe (grandir) au passe compose.,A2
reussir,present,je,reussis,je reussis ce verbe (reussir) au present.,A1
reussir,present,tu,reussis,tu reussis ce verbe (reussir) au present.,A1
reussir,present,il/elle,reussit,il/elle reussit ce verbe (reussir) au present.,A1
reussir,present,nous,reussissons,nous reussissons ce verbe (reussir) au present.,A1
reussir,present,vous,reussissez,vous reussissez ce verbe (reussir) au present.,A1
reussir,present,ils/elles,reussissent,ils/elles reussissent ce verbe (reussir) au present.,A1
reussir,imparfait,je,reussissais,je reussissais ce verbe (reussir) au imparfait.,A2
reussir,imparfait,tu,reussissais,tu reussissais ce verbe (reussir) au imparfait.,A2
reussir,imparfait,il/elle,reussissait,il/elle reussissait ce verbe (reussir) au imparfait.,A2
reussir,imparfait,nous,reussissions,nous reussissions ce verbe (reussir) au imparfait.,A2
reussir,imparfait,vous,reussissiez,vous reussissiez ce verbe (reussir) au imparfait.,A2
reussir,imparfait,ils/elles,reussissaient,ils/elles reussissaient ce verbe (reussir) au imparfait.,A2
reussir,futur simple,je,reussirai,je reussirai ce verbe (reussir) au futur simple.,A2
reussir,futur simple,tu,reussiras,tu reussiras ce verbe (reussir) au futur simple.,A2
reussir,futur simple,il/elle,reussira,il/elle reussira ce verbe (reussir) au futur simple.,A2
reussir,futur simple,nous,reussirons,nous reussirons ce verbe (reussir) au futur simple.,A2
reussir,futur simple,vous,reussirez,vous reussirez ce verbe (reussir) au futur simple.,A2
reussir,futur simple,ils/elles,reussiront,ils/elles reussiront ce verbe (reussir) au futur simple.,A2
reussir,conditionnel present,je,reussirais,je reussirais ce verbe (reussir) au conditionnel present.,B1
reussir,conditionnel present,tu,reussirais,tu reussirais ce verbe (reussir) au conditionnel present.,B1
reussir,conditionnel present,il/elle,reussirait,il/elle reussirait ce verbe (reussir) au conditionnel present.,B1
reussir,conditionnel present,nous,reussirions,nous reussirions ce verbe (reussir) au conditionnel present.,B1
reussir,conditionnel present,vous,reussiriez,vous reussiriez ce verbe (reussir) au conditionnel present.,B1
reussir,conditionnel present,ils/elles,reussiraient,ils/elles reussiraient ce verbe (reussir) au conditionnel present.,B1
reussir,subjonctif present,je,reussisse,je reussisse ce verbe (reussir) au subjonctif present.,B2
reussir,subjonctif present,tu,reussisses,tu reussisses ce verbe (reussir) au subjonctif present.,B2
reussir,subjonctif present,il/elle,reussisse,il/elle reussisse ce verbe (reussir) au subjonctif present.,B2
reussir,subjonctif present,nous,reussissions,nous reussissions ce verbe (reussir) au subjonctif present.,B2
reussir,subjonctif present,vous,reussissiez,vous reussissiez ce verbe (reussir) au subjonctif present.,B2
reussir,subjonctif present,ils/elles,reussissent,ils/elles reussissent ce verbe (reussir) au subjonctif present.,B2
reussir,passe compose,je,ai reussi,je ai reussi ce verbe (reussir) au passe compose.,A2
reussir,passe compose,tu,as reussi,tu as reussi ce verbe (reussir) au passe compose.,A2
reussir,passe compose,il/elle,a reussi,il/elle a reussi ce verbe (reussir) au passe compose.,A2
reussir,passe compose,nous,avons reussi,nous avons reussi ce verbe (reussir) au passe compose.,A2
reussir,passe compose,vous,avez reussi,vous avez reussi ce verbe (reussir) au passe compose.,A2
reussir,passe compose,ils/elles,ont reussi,ils/elles ont reussi ce verbe (reussir) au passe compose.,A2
reflechir,present,je,reflechis,je reflechis ce verbe (reflechir) au present.,A1
reflechir,present,tu,reflechis,tu reflechis ce verbe (reflechir) au present.,A1
reflechir,present,il/elle,reflechit,il/elle reflechit ce verbe (reflechir) au present.,A1
reflechir,present,nous,reflechissons,nous reflechissons ce verbe (reflechir) au present.,A1
reflechir,present,vous,reflechissez,vous reflechissez ce verbe (reflechir) au present.,A1
reflechir,present,ils/elles,reflechissent,ils/elles reflechissent ce verbe (reflechir) au present.,A1
reflechir,imparfait,je,reflechissais,je reflechissais ce verbe (reflechir) au imparfait.,A2
reflechir,imparfait,tu,reflechissais,tu reflechissais ce verbe (reflechir) au imparfait.,A2
reflechir,imparfait,il/elle,reflechissait,il/elle reflechissait ce verbe (reflechir) au imparfait.,A2
reflechir,imparfait,nous,reflechissions,nous reflechissions ce verbe (reflechir) au imparfait.,A2
reflechir,imparfait,vous,reflechissiez,vous reflechissiez ce verbe (reflechir) au imparfait.,A2
reflechir,imparfait,ils/elles,reflechissaient,ils/elles reflechissaient ce verbe (reflechir) au imparfait.,A2
reflechir,futur simple,je,reflechirai,je reflechirai ce verbe (reflechir) au futur simple.,A2
reflechir,futur simple,tu,reflechiras,tu reflechiras ce verbe (reflechir) au futur simple.,A2
reflechir,futur simple,il/elle,reflechira,il/elle reflechira ce verbe (reflechir) au futur simple.,A2
reflechir,futur simple,nous,reflechirons,nous reflechirons ce verbe (reflechir) au futur simple.,A2
reflechir,futur simple,vous,reflechirez,vous reflechirez ce verbe (reflechir) au futur simple.,A2
reflechir,futur simple,ils/elles,reflechiront,ils/elles reflechiront ce verbe (reflechir) au futur simple.,A2
reflechir,conditionnel present,je,reflechirais,je reflechirais ce verbe (reflechir) au conditionnel present.,B1
reflechir,conditionnel present,tu,reflechirais,tu reflechirais ce verbe (reflechir) au conditionnel present.,B1
reflechir,conditionnel present,il/elle,reflechirait,il/elle reflechirait ce verbe (reflechir) au conditionnel present.,B1
reflechir,conditionnel present,nous,reflechirions,nous reflechirions ce verbe (reflechir) au conditionnel present.,B1
reflechir,conditionnel present,vous,reflechiriez,vous reflechiriez ce verbe (reflechir) au conditionnel present.,B1
reflechir,conditionnel present,ils/elles,reflechiraient,ils/elles reflechiraient ce verbe (reflechir) au conditionnel present.,B1
reflechir,subjonctif present,je,reflechisse,je reflechisse ce verbe (reflechir) au subjonctif present.,B2
reflechir,subjonctif present,tu,reflechisses,tu reflechisses ce verbe (reflechir) au subjonctif present.,B2
reflechir,subjonctif present,il/elle,reflechisse,il/elle reflechisse ce verbe (reflechir) au subjonctif present.,B2
reflechir,subjonctif present,nous,reflechissions,nous reflechissions ce verbe (reflechir) au subjonctif present.,B2
reflechir,subjonctif present,vous,reflechissiez,vous reflechissiez ce verbe (reflechir) au subjonctif present.,B2
reflechir,subjonctif present,ils/elles,reflechissent,ils/elles reflechissent ce verbe (reflechir) au subjonctif present.,B2
reflechir,passe compose,je,ai reflechi,je ai reflechi ce verbe (reflechir) au passe compose.,A2
reflechir,passe compose,tu,as reflechi,tu as reflechi ce verbe (reflechir) au passe compose.,A2
reflechir,passe compose,il/elle,a reflechi,il/elle a reflechi ce verbe (reflechir) au passe compose.,A2
reflechir,passe compose,nous,avons reflechi,nous avons reflechi ce verbe (reflechir) au passe compose.,A2
reflechir,passe compose,vous,avez reflechi,vous avez reflechi ce verbe (reflechir) au passe compose.,A2
reflechir,passe compose,ils/elles,ont reflechi,ils/elles ont reflechi ce verbe (reflechir) au passe compose.,A2
remplir,present,je,remplis,je remplis ce verbe (remplir) au present.,A1
remplir,present,tu,remplis,tu remplis ce verbe (remplir) au present.,A1
remplir,present,il/elle,remplit,il/elle remplit ce verbe (remplir) au present.,A1
remplir,present,nous,remplissons,nous remplissons ce verbe (remplir) au present.,A1
remplir,present,vous,remplissez,vous remplissez ce verbe (remplir) au present.,A1
remplir,present,ils/elles,remplissent,ils/elles remplissent ce verbe (remplir) au present.,A1
remplir,imparfait,je,remplissais,je remplissais ce verbe (remplir) au imparfait.,A2
remplir,imparfait,tu,remplissais,tu remplissais ce verbe (remplir) au imparfait.,A2
remplir,imparfait,il/elle,remplissait,il/elle remplissait ce verbe (remplir) au imparfait.,A2
remplir,imparfait,nous,remplissions,nous remplissions ce verbe (remplir) au imparfait.,A2
remplir,imparfait,vous,remplissiez,vous remplissiez ce verbe (remplir) au imparfait.,A2
remplir,imparfait,ils/elles,remplissaient,ils/elles remplissaient ce verbe (remplir) au imparfait.,A2
remplir,futur simple,je,remplirai,je remplirai ce verbe (remplir) au futur simple.,A2
remplir,futur simple,tu,rempliras,tu rempliras ce verbe (remplir) au futur simple.,A2
remplir,futur simple,il/elle,remplira,il/elle remplira ce verbe (remplir) au futur simple.,A2
remplir,futur simple,nous,remplirons,nous remplirons ce verbe (remplir) au futur simple.,A2
remplir,futur simple,vous,remplirez,vous remplirez ce verbe (remplir) au futur simple.,A2
remplir,futur simple,ils/elles,rempliront,ils/elles rempliront ce verbe (remplir) au futur simple.,A2
remplir,conditionnel present,je,remplirais,je remplirais ce verbe (remplir) au conditionnel present.,B1
remplir,conditionnel present,tu,remplirais,tu remplirais ce verbe (remplir) au conditionnel present.,B1
remplir,conditionnel present,il/elle,remplirait,il/elle remplirait ce verbe (remplir) au conditionnel present.,B1
remplir,conditionnel present,nous,remplirions,nous remplirions ce verbe (remplir) au conditionnel present.,B1
remplir,conditionnel present,vous,rempliriez,vous rempliriez ce verbe (remplir) au conditionnel present.,B1
remplir,conditionnel present,ils/elles,rempliraient,ils/elles rempliraient ce verbe (remplir) au conditionnel present.,B1
remplir,subjonctif present,je,remplisse,je remplisse ce verbe (remplir) au subjonctif present.,B2
remplir,subjonctif present,tu,remplisses,tu remplisses ce verbe (remplir) au subjonctif present.,B2
remplir,subjonctif present,il/elle,remplisse,il/elle remplisse ce verbe (remplir) au subjonctif present.,B2
remplir,subjonctif present,nous,remplissions,nous remplissions ce verbe (remplir) au subjonctif present.,B2
remplir,subjonctif present,vous,remplissiez,vous remplissiez ce verbe (remplir) au subjonctif present.,B2
remplir,subjonctif present,ils/elles,remplissent,ils/elles remplissent ce verbe (remplir) au subjonctif present.,B2
remplir,passe compose,je,ai rempli,je ai rempli ce verbe (remplir) au passe compose.,A2
remplir,passe compose,tu,as rempli,tu as rempli ce verbe (remplir) au passe compose.,A2
remplir,passe compose,il/elle,a rempli,il/elle a rempli ce verbe (remplir) au passe compose.,A2
remplir,passe compose,nous,avons rempli,nous avons rempli ce verbe (remplir) au passe compose.,A2
remplir,passe compose,vous,avez rempli,vous avez rempli ce verbe (remplir) au passe compose.,A2
remplir,passe compose,ils/elles,ont rempli,ils/elles ont rempli ce verbe (remplir) au passe compose.,A2
vendre,present,je,vends,je vends ce verbe (vendre) au present.,A1
vendre,present,tu,vends,tu vends ce verbe (vendre) au present.,A1
vendre,present,il/elle,vend,il/elle vend ce verbe (vendre) au present.,A1
vendre,present,nous,vendons,nous vendons ce verbe (vendre) au present.,A1
vendre,present,vous,vendez,vous vendez ce verbe (vendre) au present.,A1
vendre,present,ils/elles,vendent,ils/elles vendent ce verbe (vendre) au present.,A1
vendre,imparfait,je,vendais,je vendais ce verbe (vendre) au imparfait.,A2
vendre,imparfait,tu,vendais,tu vendais ce verbe (vendre) au imparfait.,A2
vendre,imparfait,il/elle,vendait,il/elle vendait ce verbe (vendre) au imparfait.,A2
vendre,imparfait,nous,vendions,nous vendions ce verbe (vendre) au imparfait.,A2
vendre,imparfait,vous,vendiez,vous vendiez ce verbe (vendre) au imparfait.,A2
vendre,imparfait,ils/elles,vendaient,ils/elles vendaient ce verbe (vendre) au imparfait.,A2
vendre,futur simple,je,vendai,je vendai ce verbe (vendre) au futur simple.,A2
vendre,futur simple,tu,vendas,tu vendas ce verbe (vendre) au futur simple.,A2
vendre,futur simple,il/elle,venda,il/elle venda ce verbe (vendre) au futur simple.,A2
vendre,futur simple,nous,vendons,nous vendons ce verbe (vendre) au futur simple.,A2
vendre,futur simple,vous,vendez,vous vendez ce verbe (vendre) au futur simple.,A2
vendre,futur simple,ils/elles,vendont,ils/elles vendont ce verbe (vendre) au futur simple.,A2
vendre,conditionnel present,je,vendais,je vendais ce verbe (vendre) au conditionnel present.,B1
vendre,conditionnel present,tu,vendais,tu vendais ce verbe (vendre) au conditionnel present.,B1
vendre,conditionnel present,il/elle,vendait,il/elle vendait ce verbe (vendre) au conditionnel present.,B1
vendre,conditionnel present,nous,vendions,nous vendions ce verbe (vendre) au conditionnel present.,B1
vendre,conditionnel present,vous,vendiez,vous vendiez ce verbe (vendre) au conditionnel present.,B1
vendre,conditionnel present,ils/elles,vendaient,ils/elles vendaient ce verbe (vendre) au conditionnel present.,B1
vendre,subjonctif present,je,vende,je vende ce verbe (vendre) au subjonctif present.,B2
vendre,subjonctif present,tu,vendes,tu vendes ce verbe (vendre) au subjonctif present.,B2
vendre,subjonctif present,il/elle,vende,il/elle vende ce verbe (vendre) au subjonctif present.,B2
vendre,subjonctif present,nous,vendions,nous vendions ce verbe (vendre) au subjonctif present.,B2
vendre,subjonctif present,vous,vendiez,vous vendiez ce verbe (vendre) au subjonctif present.,B2
vendre,subjonctif present,ils/elles,vendent,ils/elles vendent ce verbe (vendre) au subjonctif present.,B2
vendre,passe compose,je,ai vendu,je ai vendu ce verbe (vendre) au passe compose.,A2
vendre,passe compose,tu,as vendu,tu as vendu ce verbe (vendre) au passe compose.,A2
vendre,passe compose,il/elle,a vendu,il/elle a vendu ce verbe (vendre) au passe compose.,A2
vendre,passe compose,nous,avons vendu,nous avons vendu ce verbe (vendre) au passe compose.,A2
vendre,passe compose,vous,avez vendu,vous avez vendu ce verbe (vendre) au passe compose.,A2
vendre,passe compose,ils/elles,ont vendu,ils/elles ont vendu ce verbe (vendre) au passe compose.,A2
attendre,present,je,attends,je attends ce verbe (attendre) au present.,A1
attendre,present,tu,attends,tu attends ce verbe (attendre) au present.,A1
attendre,present,il/elle,attend,il/elle attend ce verbe (attendre) au present.,A1
attendre,present,nous,attendons,nous attendons ce verbe (attendre) au present.,A1
attendre,present,vous,attendez,vous attendez ce verbe (attendre) au present.,A1
attendre,present,ils/elles,attendent,ils/elles attendent ce verbe (attendre) au present.,A1
attendre,imparfait,je,attendais,je attendais ce verbe (attendre) au imparfait.,A2
attendre,imparfait,tu,attendais,tu attendais ce verbe (attendre) au imparfait.,A2
attendre,imparfait,il/elle,attendait,il/elle attendait ce verbe (attendre) au imparfait.,A2
attendre,imparfait,nous,attendions,nous attendions ce verbe (attendre) au imparfait.,A2
attendre,imparfait,vous,attendiez,vous attendiez ce verbe (attendre) au imparfait.,A2
attendre,imparfait,ils/elles,attendaient,ils/elles attendaient ce verbe (attendre) au imparfait.,A2
attendre,futur simple,je,attendai,je attendai ce verbe (attendre) au futur simple.,A2
attendre,futur simple,tu,attendas,tu attendas ce verbe (attendre) au futur simple.,A2
attendre,futur simple,il/elle,attenda,il/elle attenda ce verbe (attendre) au futur simple.,A2
attendre,futur simple,nous,attendons,nous attendons ce verbe (attendre) au futur simple.,A2
attendre,futur simple,vous,attendez,vous attendez ce verbe (attendre) au futur simple.,A2
attendre,futur simple,ils/elles,attendont,ils/elles attendont ce verbe (attendre) au futur simple.,A2
attendre,conditionnel present,je,attendais,je attendais ce verbe (attendre) au conditionnel present.,B1
attendre,conditionnel present,tu,attendais,tu attendais ce verbe (attendre) au conditionnel present.,B1
attendre,conditionnel present,il/elle,attendait,il/elle attendait ce verbe (attendre) au conditionnel present.,B1
attendre,conditionnel present,nous,attendions,nous attendions ce verbe (attendre) au conditionnel present.,B1
attendre,conditionnel present,vous,attendiez,vous attendiez ce verbe (attendre) au conditionnel present.,B1
attendre,conditionnel present,ils/elles,attendaient,ils/elles attendaient ce verbe (attendre) au conditionnel present.,B1
attendre,subjonctif present,je,attende,je attende ce verbe (attendre) au subjonctif present.,B2
attendre,subjonctif present,tu,attendes,tu attendes ce verbe (attendre) au subjonctif present.,B2
attendre,subjonctif present,il/elle,attende,il/elle attende ce verbe (attendre) au subjonctif present.,B2
attendre,subjonctif present,nous,attendions,nous attendions ce verbe (attendre) au subjonctif present.,B2
attendre,subjonctif present,vous,attendiez,vous attendiez ce verbe (attendre) au subjonctif present.,B2
attendre,subjonctif present,ils/elles,attendent,ils/elles attendent ce verbe (attendre) au subjonctif present.,B2
attendre,passe compose,je,ai attendu,je ai attendu ce verbe (attendre) au passe compose.,A2
attendre,passe compose,tu,as attendu,tu as attendu ce verbe (attendre) au passe compose.,A2
attendre,passe compose,il/elle,a attendu,il/elle a attendu ce verbe (attendre) au passe compose.,A2
attendre,passe compose,nous,avons attendu,nous avons attendu ce verbe (attendre) au passe compose.,A2
attendre,passe compose,vous,avez attendu,vous avez attendu ce verbe (attendre) au passe compose.,A2
attendre,passe compose,ils/elles,ont attendu,ils/elles ont attendu ce verbe (attendre) au passe compose.,A2
perdre,present,je,perds,je perds ce verbe (perdre) au present.,A1
perdre,present,tu,perds,tu perds ce verbe (perdre) au present.,A1
perdre,present,il/elle,perd,il/elle perd ce verbe (perdre) au present.,A1
perdre,present,nous,perdons,nous perdons ce verbe (perdre) au present.,A1
perdre,present,vous,perdez,vous perdez ce verbe (perdre) au present.,A1
perdre,present,ils/elles,perdent,ils/elles perdent ce verbe (perdre) au present.,A1
perdre,imparfait,je,perdais,je perdais ce verbe (perdre) au imparfait.,A2
perdre,imparfait,tu,perdais,tu perdais ce verbe (perdre) au imparfait.,A2
perdre,imparfait,il/elle,perdait,il/elle perdait ce verbe (perdre) au imparfait.,A2
perdre,imparfait,nous,perdions,nous perdions ce verbe (perdre) au imparfait.,A2
perdre,imparfait,vous,perdiez,vous perdiez ce verbe (perdre) au imparfait.,A2
perdre,imparfait,ils/elles,perdaient,ils/elles perdaient ce verbe (perdre) au imparfait.,A2
perdre,futur simple,je,perdai,je perdai ce verbe (perdre) au futur simple.,A2
perdre,futur simple,tu,perdas,tu perdas ce verbe (perdre) au futur simple.,A2
perdre,futur simple,il/elle,perda,il/elle perda ce verbe (perdre) au futur simple.,A2
perdre,futur simple,nous,perdons,nous perdons ce verbe (perdre) au futur simple.,A2
perdre,futur simple,vous,perdez,vous perdez ce verbe (perdre) au futur simple.,A2
perdre,futur simple,ils/elles,perdont,ils/elles perdont ce verbe (perdre) au futur simple.,A2
perdre,conditionnel present,je,perdais,je perdais ce verbe (perdre) au conditionnel present.,B1
perdre,conditionnel present,tu,perdais,tu perdais ce verbe (perdre) au conditionnel present.,B1
perdre,conditionnel present,il/elle,perdait,il/elle perdait ce verbe (perdre) au conditionnel present.,B1
perdre,conditionnel present,nous,perdions,nous perdions ce verbe (perdre) au conditionnel present.,B1
perdre,conditionnel present,vous,perdiez,vous perdiez ce verbe (perdre) au conditionnel present.,B1
perdre,conditionnel present,ils/elles,perdaient,ils/elles perdaient ce verbe (perdre) au conditionnel present.,B1
perdre,subjonctif present,je,perde,je perde ce verbe (perdre) au subjonctif present.,B2
perdre,subjonctif present,tu,perdes,tu perdes ce verbe (perdre) au subjonctif present.,B2
perdre,subjonctif present,il/elle,perde,il/elle perde ce verbe (perdre) au subjonctif present.,B2
perdre,subjonctif present,nous,perdions,nous perdions ce verbe (perdre) au subjonctif present.,B2
perdre,subjonctif present,vous,perdiez,vous perdiez ce verbe (perdre) au subjonctif present.,B2
perdre,subjonctif present,ils/elles,perdent,ils/elles perdent ce verbe (perdre) au subjonctif present.,B2
